A[32]          B[32]         C
-848483756    -848483756    0
1198410907    198693089    0
1198410907    1198410907    0
-738544652    916400387    1
-738544652    -738544652    0
196542323    -261597046    0
196542323    196542323    0
1418511243    110766080    0
1418511243    1418511243    0
1771561417    -767612525    0
1771561417    1771561417    0
-1158090201    1285592486    1
-1158090201    -1158090201    0
-1112346551    1696873312    1
-1112346551    -1112346551    0
1002984895    -1574746160    0
1002984895    1002984895    0
-1938435751    335381374    1
-1938435751    -1938435751    0
-110575409    -530808899    0
-110575409    -110575409    0
1003553876    964453053    0
1003553876    1003553876    0
-1049651830    -1106447426    0
-1049651830    -1049651830    0
1337800284    1190136708    0
1337800284    1337800284    0
923877666    -616771955    0
923877666    923877666    0
-355822511    1971507864    1
-355822511    -355822511    0
1129596896    1045036226    0
1129596896    1129596896    0
542248788    -75174206    0
542248788    542248788    0
2135814632    876017860    0
2135814632    2135814632    0
-1083779244    2083024021    1
-1083779244    -1083779244    0
1030896093    152189369    0
1030896093    1030896093    0
642422827    -1514780316    0
642422827    642422827    0
1412399391    1409167316    0
1412399391    1412399391    0
-1165558409    -870948545    1
-1165558409    -1165558409    0
966020836    682687720    0
966020836    966020836    0
-1697064405    366162134    1
-1697064405    -1697064405    0
-2085019118    1218719694    1
-2085019118    -2085019118    0
-1666082844    1603271102    1
-1666082844    -1666082844    0
934556957    703993738    0
934556957    934556957    0
-874981455    -1286458594    0
-874981455    -874981455    0
-1020670872    1487554356    1
-1020670872    -1020670872    0
1666225436    1900660489    1
1666225436    1666225436    0
-2130106453    1132756855    1
-2130106453    -2130106453    0
546614971    -572563    0
546614971    546614971    0
2070237758    1078007553    0
2070237758    2070237758    0
-1182855117    -1696965145    0
-1182855117    -1182855117    0
-1510709105    -802268310    1
-1510709105    -1510709105    0
-545546663    -1461289496    0
-545546663    -545546663    0
-1309909993    -760681342    1
-1309909993    -1309909993    0
1657996403    -1690610407    0
1657996403    1657996403    0
1940807013    -437881816    0
1940807013    1940807013    0
1585341908    -7479513    0
1585341908    1585341908    0
659177735    -1545549440    0
659177735    659177735    0
-235494965    1294287738    1
-235494965    -235494965    0
1684276158    -1609353833    0
1684276158    1684276158    0
-534756518    -1063576757    0
-534756518    -534756518    0
929903983    1513043253    1
929903983    929903983    0
1675815821    1076984419    0
1675815821    1675815821    0
-1271324821    -1547097408    0
-1271324821    -1271324821    0
-1567722874    1599397008    1
-1567722874    -1567722874    0
925537911    -1569690003    0
925537911    925537911    0
507416577    -690553952    0
507416577    507416577    0
839209494    -1921536859    0
839209494    839209494    0
-297989268    2116403902    1
-297989268    -297989268    0
2106753753    -2077208033    0
2106753753    2106753753    0
-721910775    -2120915010    0
-721910775    -721910775    0
1665589736    -1786160514    0
1665589736    1665589736    0
729203922    -1697201548    0
729203922    729203922    0
610037231    1462825923    1
610037231    610037231    0
881985794    -267385352    0
881985794    881985794    0
1165200423    -747077762    0
1165200423    1165200423    0
-38519140    1413820589    1
-38519140    -38519140    0
2003632888    -408933014    0
2003632888    2003632888    0
-1432454304    1798157959    1
-1432454304    -1432454304    0
-1180941138    796124553    1
-1180941138    -1180941138    0
-336033595    1326866405    1
-336033595    -336033595    0
1161708499    -1263421890    0
1161708499    1161708499    0
-7398944    -126072775    0
-7398944    -7398944    0
1651478951    1032545923    0
1651478951    1651478951    0
21470474    671673068    1
21470474    21470474    0
-169753437    -2044234807    0
-169753437    -169753437    0
-404893411    -749137297    0
-404893411    -404893411    0
1195455669    1464251289    1
1195455669    1195455669    0
1730520726    -368515526    0
1730520726    1730520726    0
-1957027444    -346313800    1
-1957027444    -1957027444    0
-1286355313    -718753598    1
-1286355313    -1286355313    0
291805918    1048920252    1
291805918    291805918    0
1718582061    -1723569746    0
1718582061    1718582061    0
646901353    648610448    1
646901353    646901353    0
395407188    -323875150    0
395407188    395407188    0
-1754625508    -72644202    1
-1754625508    -1754625508    0
-1722061180    -1417936054    1
-1722061180    -1722061180    0
-704805799    883478055    1
-704805799    -704805799    0
814740161    -420677794    0
814740161    814740161    0
567071481    1064520848    1
567071481    567071481    0
-136200664    -775223261    0
-136200664    -136200664    0
-1570104666    799273450    1
-1570104666    -1570104666    0
1690017952    -392701398    0
1690017952    1690017952    0
605519624    1592369365    1
605519624    605519624    0
-1399150731    -2123170768    0
-1399150731    -1399150731    0
-164320095    575977727    1
-164320095    -164320095    0
-1542943399    -101049684    1
-1542943399    -1542943399    0
906351901    2067635728    1
906351901    906351901    0
1794437157    1558339054    0
1794437157    1794437157    0
-783503589    1123826611    1
-783503589    -783503589    0
2010908438    1980420961    0
2010908438    2010908438    0
-2142914769    913714977    1
-2142914769    -2142914769    0
1666968970    -501860074    0
1666968970    1666968970    0
-884834485    -1615029166    0
-884834485    -884834485    0
24329541    -2002059267    0
24329541    24329541    0
-662499802    1248189099    1
-662499802    -662499802    0
-918032370    1164868639    1
-918032370    -918032370    0
-453676912    -1803822455    0
-453676912    -453676912    0
-934395334    -607764692    1
-934395334    -934395334    0
-166226981    -2029971374    0
-166226981    -166226981    0
605246112    -836860514    0
605246112    605246112    0
-1083113324    142244512    1
-1083113324    -1083113324    0
2064869515    -1391756166    0
2064869515    2064869515    0
-1867125834    1223460384    1
-1867125834    -1867125834    0
-1545007627    -153138741    1
-1545007627    -1545007627    0
-109287285    -141929526    0
-109287285    -109287285    0
657425636    -700614469    0
657425636    657425636    0
2036902915    312210156    0
2036902915    2036902915    0
-87441972    923690287    1
-87441972    -87441972    0
1022760455    1453548627    1
1022760455    1022760455    0
1251018315    1432391412    1
1251018315    1251018315    0
-1150032637    2086293038    1
-1150032637    -1150032637    0
506487029    2065045241    1
506487029    506487029    0
324319515    -956897302    0
324319515    324319515    0
-1871299161    -312203584    1
-1871299161    -1871299161    0
37669566    1327767338    1
37669566    37669566    0
-49356938    -536612277    0
-49356938    -49356938    0
1361745020    486088831    0
1361745020    1361745020    0
974556222    -875637285    0
974556222    974556222    0
666260283    1478118072    1
666260283    666260283    0
582647336    -1109314968    0
582647336    582647336    0
-1151524340    651686777    1
-1151524340    -1151524340    0
-547829154    1677626517    1
-547829154    -547829154    0
-344960626    732767848    1
-344960626    -344960626    0
1036877661    443337476    0
1036877661    1036877661    0
-572413417    -1802829669    0
-572413417    -572413417    0
-1579709790    -219237100    1
-1579709790    -1579709790    0
-1497652650    -2012488208    0
-1497652650    -1497652650    0
-211368779    -551356019    0
-211368779    -211368779    0
-1003446946    -561559555    1
-1003446946    -1003446946    0
1733405237    208822731    0
1733405237    1733405237    0
850140925    -97397336    0
850140925    850140925    0
-757913188    -1889206064    0
-757913188    -757913188    0
-744885263    422973669    1
-744885263    -744885263    0
-998469040    1946075284    1
-998469040    -998469040    0
-2061742582    118877870    1
-2061742582    -2061742582    0
1180677517    -1096334718    0
1180677517    1180677517    0
1523764448    -1007838619    0
1523764448    1523764448    0
-856204821    913328911    1
-856204821    -856204821    0
-33435825    1690744287    1
-33435825    -33435825    0
1392648845    -64816867    0
1392648845    1392648845    0
-312016760    -246478125    1
-312016760    -312016760    0
834657287    -1477338094    0
834657287    834657287    0
-392766742    -896539976    0
-392766742    -392766742    0
1842535925    1867020629    1
1842535925    1842535925    0
-2083455286    -479758446    1
-2083455286    -2083455286    0
1134153265    -106703021    0
1134153265    1134153265    0
560409599    -49706251    0
560409599    560409599    0
58668794    -1700558173    0
58668794    58668794    0
2000201369    -155373011    0
2000201369    2000201369    0
497618073    620983524    1
497618073    497618073    0
1357494697    395793284    0
1357494697    1357494697    0
-823635665    -2040740948    0
-823635665    -823635665    0
-1305153298    -1362830744    0
-1305153298    -1305153298    0
-1047812305    1877208826    1
-1047812305    -1047812305    0
93877698    1683710844    1
93877698    93877698    0
314216559    -169222252    0
314216559    314216559    0
1969595590    -1106080821    0
1969595590    1969595590    0
-2045258256    1799770351    1
-2045258256    -2045258256    0
-162872457    1892953084    1
-162872457    -162872457    0
-655417227    -321399623    1
-655417227    -655417227    0
-1268520312    -217524107    1
-1268520312    -1268520312    0
1485473742    -1962231091    0
1485473742    1485473742    0
-1870683478    -653275747    1
-1870683478    -1870683478    0
1863628546    -548579181    0
1863628546    1863628546    0
-1435569224    1309105391    1
-1435569224    -1435569224    0
1831144809    770364392    0
1831144809    1831144809    0
882991979    815316900    0
882991979    882991979    0
848209124    -1414923676    0
848209124    848209124    0
1370326086    1825362924    1
1370326086    1370326086    0
-406107229    -1118384231    0
-406107229    -406107229    0
1609995234    -844063464    0
1609995234    1609995234    0
2133345969    -656832420    0
2133345969    2133345969    0
-193973993    -987339947    0
-193973993    -193973993    0
379108492    -1549344678    0
379108492    379108492    0
1152943098    -1561300601    0
1152943098    1152943098    0
-344991863    -1609708759    0
-344991863    -344991863    0
-156212116    -1705757203    0
-156212116    -156212116    0
-81345187    18992131    1
-81345187    -81345187    0
-877589798    -134729020    1
-877589798    -877589798    0
-1375960923    -235684372    1
-1375960923    -1375960923    0
-1672859826    1833983209    1
-1672859826    -1672859826    0
1969522345    -1025797931    0
1969522345    1969522345    0
-1389305066    -1367399028    1
-1389305066    -1389305066    0
-681166004    -812111396    0
-681166004    -681166004    0
-377939705    -1291061001    0
-377939705    -377939705    0
751893575    -1631070272    0
751893575    751893575    0
2127797196    1383918927    0
2127797196    2127797196    0
1947608483    -357929353    0
1947608483    1947608483    0
1034165680    -41618532    0
1034165680    1034165680    0
1280317743    -1081803155    0
1280317743    1280317743    0
-792497037    1911200948    1
-792497037    -792497037    0
-1619642762    1019979623    1
-1619642762    -1619642762    0
-1778177472    -2064737186    0
-1778177472    -1778177472    0
456540335    -1856452055    0
456540335    456540335    0
500910388    761700470    1
500910388    500910388    0
-1256338374    866419409    1
-1256338374    -1256338374    0
234961835    -1799950642    0
234961835    234961835    0
776557062    1772399467    1
776557062    776557062    0
-908768798    948226435    1
-908768798    -908768798    0
-396572025    1479535337    1
-396572025    -396572025    0
-2142307238    -1201628882    1
-2142307238    -2142307238    0
-1055780656    -1481153478    0
-1055780656    -1055780656    0
737392283    -1224143175    0
737392283    737392283    0
-1960145616    -595262993    1
-1960145616    -1960145616    0
976514693    -1764437315    0
976514693    976514693    0
557853269    -80191962    0
557853269    557853269    0
-1229384884    1047083729    1
-1229384884    -1229384884    0
772621152    1796779463    1
772621152    772621152    0
-977240672    1885552763    1
-977240672    -977240672    0
-1646265982    -810516131    1
-1646265982    -1646265982    0
-604589664    -1624795655    0
-604589664    -604589664    0
-1528136627    -1429423878    1
-1528136627    -1528136627    0
-839294964    -1523640657    0
-839294964    -839294964    0
357696640    -956849358    0
357696640    357696640    0
987581982    420495386    0
987581982    987581982    0
1009800998    146634353    0
1009800998    1009800998    0
-1035174381    1870783841    1
-1035174381    -1035174381    0
-2013489906    1329126965    1
-2013489906    -2013489906    0
-389002905    1650231611    1
-389002905    -389002905    0
-1676878664    -10794123    1
-1676878664    -1676878664    0
-683960719    -1742802833    0
-683960719    -683960719    0
1350566636    481364337    0
1350566636    1350566636    0
-52418861    906773642    1
-52418861    -52418861    0
727867598    1070085207    1
727867598    727867598    0
690531941    1963571608    1
690531941    690531941    0
905032759    -955816924    0
905032759    905032759    0
66640915    -1120101208    0
66640915    66640915    0
-1410788295    559897624    1
-1410788295    -1410788295    0
255091004    -1590063368    0
255091004    255091004    0
1800844952    1994945846    1
1800844952    1800844952    0
1640317705    1696075172    1
1640317705    1640317705    0
-1140634619    79362817    1
-1140634619    -1140634619    0
-860638017    -583071636    1
-860638017    -860638017    0
-1554742696    -504675655    1
-1554742696    -1554742696    0
-1322922080    1260182946    1
-1322922080    -1322922080    0
2146890727    -837645198    0
2146890727    2146890727    0
-1736800591    -71443069    1
-1736800591    -1736800591    0
881255353    -1703623895    0
881255353    881255353    0
1357434410    1204015912    0
1357434410    1357434410    0
-1945723886    1423301039    1
-1945723886    -1945723886    0
-779285320    -763024562    1
-779285320    -779285320    0
678366344    -981962896    0
678366344    678366344    0
-1072247927    -75457637    1
-1072247927    -1072247927    0
1756234258    1565470850    0
1756234258    1756234258    0
-5740408    -1133853624    0
-5740408    -5740408    0
359150511    384974974    1
359150511    359150511    0
339001932    713171182    1
339001932    339001932    0
-1652935345    1464177111    1
-1652935345    -1652935345    0
343402624    -1837548156    0
343402624    343402624    0
1905559572    -577209330    0
1905559572    1905559572    0
589864032    -554916256    0
589864032    589864032    0
-785830116    265686823    1
-785830116    -785830116    0
-1019331823    86131738    1
-1019331823    -1019331823    0
-120489124    2113940068    1
-120489124    -120489124    0
-553417813    937326166    1
-553417813    -553417813    0
-99149260    843146705    1
-99149260    -99149260    0
-1057953455    1246111748    1
-1057953455    -1057953455    0
-1386522390    796004323    1
-1386522390    -1386522390    0
2097515500    1359273862    0
2097515500    2097515500    0
-1854040289    -913286580    1
-1854040289    -1854040289    0
575873454    -1206359265    0
575873454    575873454    0
660118192    -1960416240    0
660118192    660118192    0
-10912267    -1606493872    0
-10912267    -10912267    0
-79041286    -367100927    0
-79041286    -79041286    0
371472626    329048617    0
371472626    371472626    0
-1096838423    -1509094967    0
-1096838423    -1096838423    0
1221788828    -209840435    0
1221788828    1221788828    0
1144431906    1552156567    1
1144431906    1144431906    0
1552785241    -1735415859    0
1552785241    1552785241    0
-1219035168    -11078671    1
-1219035168    -1219035168    0
-431147682    1748893685    1
-431147682    -431147682    0
-285243905    312354604    1
-285243905    -285243905    0
-1943223648    1780318167    1
-1943223648    -1943223648    0
954648125    -1247147846    0
954648125    954648125    0
149167802    372663879    1
149167802    149167802    0
1850323255    1192685704    0
1850323255    1850323255    0
-1390141991    -57047175    1
-1390141991    -1390141991    0
1836450383    -1547156295    0
1836450383    1836450383    0
1204692323    1598523452    1
1204692323    1204692323    0
-1064237488    -1583788071    0
-1064237488    -1064237488    0
1657278840    -2077460754    0
1657278840    1657278840    0
1855427236    423229685    0
1855427236    1855427236    0
-1054930974    1746068710    1
-1054930974    -1054930974    0
574210304    -1741133609    0
574210304    574210304    0
-1605820947    1592723997    1
-1605820947    -1605820947    0
-2063490241    -605036543    1
-2063490241    -2063490241    0
-1820953448    892977446    1
-1820953448    -1820953448    0
-90269558    -945432683    0
-90269558    -90269558    0
975228690    -1484537094    0
975228690    975228690    0
1063371971    -1424625269    0
1063371971    1063371971    0
458009779    1257427856    1
458009779    458009779    0
-1612512893    29778909    1
-1612512893    -1612512893    0
-739843531    9622891    1
-739843531    -739843531    0
-2111146425    -1553873977    1
-2111146425    -2111146425    0
124608811    72600974    0
124608811    124608811    0
668989020    1998793090    1
668989020    668989020    0
-749621286    -1677741205    0
-749621286    -749621286    0
-454891174    1891848458    1
-454891174    -454891174    0
876073904    -1875464139    0
876073904    876073904    0
1848849691    1739147155    0
1848849691    1848849691    0
-781893471    -1093031925    0
-781893471    -781893471    0
-1887347290    -800891964    1
-1887347290    -1887347290    0
1121567171    189598128    0
1121567171    1121567171    0
-1480785685    679086833    1
-1480785685    -1480785685    0
600624162    -1367778326    0
600624162    600624162    0
836611307    111808176    0
836611307    836611307    0
1020913303    1778027722    1
1020913303    1020913303    0
640816595    -768931612    0
640816595    640816595    0
-2063415836    -1210224712    1
-2063415836    -2063415836    0
276532317    915477200    1
276532317    276532317    0
-992020936    200470152    1
-992020936    -992020936    0
362755981    99960043    0
362755981    362755981    0
2103944235    -1328406436    0
2103944235    2103944235    0
-1622010335    -407510858    1
-1622010335    -1622010335    0
84049744    55925623    0
84049744    84049744    0
-901218075    -516427087    1
-901218075    -901218075    0
123352785    334340495    1
123352785    123352785    0
831253430    -1409521508    0
831253430    831253430    0
-222092327    -1204270014    0
-222092327    -222092327    0
-718913052    1320368376    1
-718913052    -718913052    0
-2064173545    -196227414    1
-2064173545    -2064173545    0
-1797751668    -1946881337    0
-1797751668    -1797751668    0
-1814358610    -1784823836    1
-1814358610    -1814358610    0
830069541    668969572    0
830069541    830069541    0
-1566088377    18788028    1
-1566088377    -1566088377    0
-377881133    1630817695    1
-377881133    -377881133    0
1490365501    1016920914    0
1490365501    1490365501    0
1711737947    1707276625    0
1711737947    1711737947    0
-1488230310    -713144581    1
-1488230310    -1488230310    0
1576845246    -1936787138    0
1576845246    1576845246    0
-190619535    -1491768787    0
-190619535    -190619535    0
754031457    1287119990    1
754031457    754031457    0
-971853041    -199450439    1
-971853041    -971853041    0
229859261    -1164075167    0
229859261    229859261    0
-1851949477    2027370648    1
-1851949477    -1851949477    0
-1742706151    -1880751181    0
-1742706151    -1742706151    0
-17078678    1268090863    1
-17078678    -17078678    0
1368114527    793127866    0
1368114527    1368114527    0
-929626358    -1836171668    0
-929626358    -929626358    0
-262755416    107137522    1
-262755416    -262755416    0
1372141244    1245458691    0
1372141244    1372141244    0
-1843695284    -2060084787    0
-1843695284    -1843695284    0
1077935769    -989566961    0
1077935769    1077935769    0
62874575    -1268909927    0
62874575    62874575    0
1947233552    -916633329    0
1947233552    1947233552    0
1198942562    -501306670    0
1198942562    1198942562    0
-1843851934    -87981936    1
-1843851934    -1843851934    0
-738984650    -1111175853    0
-738984650    -738984650    0
-7733008    -237885714    0
-7733008    -7733008    0
669794135    1624878281    1
669794135    669794135    0
-1404477993    1735702268    1
-1404477993    -1404477993    0
166920173    1489848620    1
166920173    166920173    0
-1455804020    -325422896    1
-1455804020    -1455804020    0
2101825534    2068363337    0
2101825534    2101825534    0
2024162784    1320633874    0
2024162784    2024162784    0
-2014295415    -84591211    1
-2014295415    -2014295415    0
1865706137    1091773867    0
1865706137    1865706137    0
129621929    -1709937593    0
129621929    129621929    0
-55591765    -980319849    0
-55591765    -55591765    0
1996516087    -363782851    0
1996516087    1996516087    0
-432172984    -327755460    1
-432172984    -432172984    0
1653410803    -1516115607    0
1653410803    1653410803    0
-1381783268    -2142859806    0
-1381783268    -1381783268    0
410779216    1381227650    1
410779216    410779216    0
-2037297307    -265165877    1
-2037297307    -2037297307    0
-2008780184    56077249    1
-2008780184    -2008780184    0
-2039978793    -938640330    1
-2039978793    -2039978793    0
1084142582    1707439250    1
1084142582    1084142582    0
856039858    1706749469    1
856039858    856039858    0
2091062619    339955667    0
2091062619    2091062619    0
623416607    1656084967    1
623416607    623416607    0
625023171    405193638    0
625023171    625023171    0
711667637    -1639984042    0
711667637    711667637    0
-1662418574    -323914291    1
-1662418574    -1662418574    0
510612222    -274473196    0
510612222    510612222    0
-1132948534    -399713730    1
-1132948534    -1132948534    0
1100594610    -553919984    0
1100594610    1100594610    0
2016647223    -1052655410    0
2016647223    2016647223    0
-607980902    2083375672    1
-607980902    -607980902    0
-1519014683    1255293036    1
-1519014683    -1519014683    0
1492911631    -871309065    0
1492911631    1492911631    0
2057974023    379188736    0
2057974023    2057974023    0
-395069864    -1361317656    0
-395069864    -395069864    0
-150329411    2011046117    1
-150329411    -150329411    0
-980099476    798960537    1
-980099476    -980099476    0
1736998711    -1294255986    0
1736998711    1736998711    0
-1161714782    -1493715421    0
-1161714782    -1161714782    0
1286057582    -474539559    0
1286057582    1286057582    0
1851431752    -192088718    0
1851431752    1851431752    0
-984619764    523633216    1
-984619764    -984619764    0
-303791334    1044720437    1
-303791334    -303791334    0
1952463067    -2089006803    0
1952463067    1952463067    0
-198341490    -1673666485    0
-198341490    -198341490    0
1720227926    1749818518    1
1720227926    1720227926    0
722696652    2093003418    1
722696652    722696652    0
1481906227    2120195256    1
1481906227    1481906227    0
-1063698773    -505363010    1
-1063698773    -1063698773    0
168040755    780865533    1
168040755    168040755    0
-1511452070    -1568878801    0
-1511452070    -1511452070    0
116408415    343307278    1
116408415    116408415    0
-1873353673    241974649    1
-1873353673    -1873353673    0
2097696022    -160362000    0
2097696022    2097696022    0
391968831    -1240965761    0
391968831    391968831    0
1941068718    1725277962    0
1941068718    1941068718    0
849586286    -26932760    0
849586286    849586286    0
-1101516723    -248762955    1
-1101516723    -1101516723    0
-707406667    -693872820    1
-707406667    -707406667    0
877502740    1725232723    1
877502740    877502740    0
1501673594    -1015343143    0
1501673594    1501673594    0
558771869    2015133308    1
558771869    558771869    0
1185006426    867648114    0
1185006426    1185006426    0
-1896364656    1076432496    1
-1896364656    -1896364656    0
-290837285    -1227270474    0
-290837285    -290837285    0
-969136263    -1868290629    0
-969136263    -969136263    0
629815354    1847181158    1
629815354    629815354    0
917695617    2136690690    1
917695617    917695617    0
1109461329    1876575064    1
1109461329    1109461329    0
883310834    1049393546    1
883310834    883310834    0
-744413354    1447282227    1
-744413354    -744413354    0
638898032    965568911    1
638898032    638898032    0
1807210125    -1877083695    0
1807210125    1807210125    0
1177082101    153224420    0
1177082101    1177082101    0
-1283348214    516753532    1
-1283348214    -1283348214    0
-273615768    -413777315    0
-273615768    -273615768    0
-300679653    -643457380    0
-300679653    -300679653    0
795925461    825268438    1
795925461    795925461    0
-808585802    179097550    1
-808585802    -808585802    0
-1266395005    1580617231    1
-1266395005    -1266395005    0
-356370371    2054872231    1
-356370371    -356370371    0
-780330489    1948857762    1
-780330489    -780330489    0
1260089409    -2085432414    0
1260089409    1260089409    0
-1376928370    1639750480    1
-1376928370    -1376928370    0
159423291    -1610437911    0
159423291    159423291    0
-1495287161    13075651    1
-1495287161    -1495287161    0
1113219353    -1505695970    0
1113219353    1113219353    0
1993023873    1506071478    0
1993023873    1993023873    0
1123524413    -1067413120    0
1123524413    1123524413    0
365697519    -1410513051    0
365697519    365697519    0
-1889180915    -1305195958    1
-1889180915    -1889180915    0
661808315    -504976186    0
661808315    661808315    0
10907342    1647732528    1
10907342    10907342    0
-1634679939    -95852195    1
-1634679939    -1634679939    0
-1291181808    -1484238993    0
-1291181808    -1291181808    0
231214292    219771295    0
231214292    231214292    0
-1954435681    -1283056548    1
-1954435681    -1954435681    0
-1696270814    -1884559403    0
-1696270814    -1696270814    0
379087357    -2108908192    0
379087357    379087357    0
726001150    375271097    0
726001150    726001150    0
-746264698    -1207014591    0
-746264698    -746264698    0
-1058846502    -1032482097    1
-1058846502    -1058846502    0
861167646    1520227673    1
861167646    861167646    0
-32230874    -1119188511    0
-32230874    -32230874    0
729927235    1519959049    1
729927235    729927235    0
945895894    557685635    0
945895894    945895894    0
-1718132174    796616639    1
-1718132174    -1718132174    0
-1074674217    821563561    1
-1074674217    -1074674217    0
981736043    -1006782167    0
981736043    981736043    0
-1682587124    1913206847    1
-1682587124    -1682587124    0
1603013359    -871756516    0
1603013359    1603013359    0
1047065196    384605422    0
1047065196    1047065196    0
-843692105    -1184008278    0
-843692105    -843692105    0
-865051003    -2124795771    0
-865051003    -865051003    0
1727710833    -1612998985    0
1727710833    1727710833    0
-2048970639    -1400967562    1
-2048970639    -2048970639    0
-1174554824    -920673512    1
-1174554824    -1174554824    0
-1617291968    1474773501    1
-1617291968    -1617291968    0
-2118129330    -312159307    1
-2118129330    -2118129330    0
-1116145935    442086790    1
-1116145935    -1116145935    0
-867743711    1421136774    1
-867743711    -867743711    0
-166090330    -2108490083    0
-166090330    -166090330    0
-1628189339    -859686141    1
-1628189339    -1628189339    0
848523124    814591383    0
848523124    848523124    0
-13110346    1673598665    1
-13110346    -13110346    0
-1568230017    -1899235705    0
-1568230017    -1568230017    0
-1996905560    1028385640    1
-1996905560    -1996905560    0
175362396    194576339    1
175362396    175362396    0
965930022    -106608861    0
965930022    965930022    0
1137306220    1640132958    1
1137306220    1137306220    0
-1576416700    -2067379522    0
-1576416700    -1576416700    0
-2143013862    -327350764    1
-2143013862    -2143013862    0
-369599713    1587541908    1
-369599713    -369599713    0
-1203637538    -1257625702    0
-1203637538    -1203637538    0
284805422    678990214    1
284805422    284805422    0
1922000039    380933108    0
1922000039    1922000039    0
-1463125905    316828318    1
-1463125905    -1463125905    0
-435973308    905321476    1
-435973308    -435973308    0
-592782673    -279628538    1
-592782673    -592782673    0
-1639246556    1990738173    1
-1639246556    -1639246556    0
688158219    187028025    0
688158219    688158219    0
-1186220217    -624096759    1
-1186220217    -1186220217    0
1397817127    1053320650    0
1397817127    1397817127    0
1370626511    168466872    0
1370626511    1370626511    0
-1414468931    -61008774    1
-1414468931    -1414468931    0
-337928362    -2120658003    0
-337928362    -337928362    0
1996133270    1350231675    0
1996133270    1996133270    0
-856991367    -225297273    1
-856991367    -856991367    0
1465870422    1666495818    1
1465870422    1465870422    0
1500071078    277594880    0
1500071078    1500071078    0
-954076254    1905933976    1
-954076254    -954076254    0
-1424806785    -396533421    1
-1424806785    -1424806785    0
-1792747225    -195342321    1
-1792747225    -1792747225    0
725352944    2085639090    1
725352944    725352944    0
871791308    -1782569343    0
871791308    871791308    0
419920396    1778885774    1
419920396    419920396    0
582275468    -1342027648    0
582275468    582275468    0
1725189440    1756443425    1
1725189440    1725189440    0
2116116959    -934625097    0
2116116959    2116116959    0
1154147788    -2001332453    0
1154147788    1154147788    0
2016135125    -403623863    0
2016135125    2016135125    0
1264646716    -1899383189    0
1264646716    1264646716    0
224416285    1200242030    1
224416285    224416285    0
1104394437    1671645326    1
1104394437    1104394437    0
562776354    2022196749    1
562776354    562776354    0
311192790    808367076    1
311192790    311192790    0
1380954238    1458791949    1
1380954238    1380954238    0
-2084758445    -19148730    1
-2084758445    -2084758445    0
1222235452    -1217713349    0
1222235452    1222235452    0
1209493742    -20852148    0
1209493742    1209493742    0
-914603955    -37477557    1
-914603955    -914603955    0
1383460399    -1790976895    0
1383460399    1383460399    0
-489585322    199017528    1
-489585322    -489585322    0
1643873856    193171544    0
1643873856    1643873856    0
-1882294726    -1613919476    1
-1882294726    -1882294726    0
2051050139    -1069405866    0
2051050139    2051050139    0
-2038058726    -1037954986    1
-2038058726    -2038058726    0
858488593    1278576644    1
858488593    858488593    0
-1768093920    1346720603    1
-1768093920    -1768093920    0
-2127661094    -1316141134    1
-2127661094    -2127661094    0
-651739710    -243949182    1
-651739710    -651739710    0
-642083694    -143019295    1
-642083694    -642083694    0
-788642826    -604728308    1
-788642826    -788642826    0
1568186395    -154746278    0
1568186395    1568186395    0
-107624675    -888610186    0
-107624675    -107624675    0
-678129690    -1366531043    0
-678129690    -678129690    0
-1845072453    553243587    1
-1845072453    -1845072453    0
-2094095442    2002676833    1
-2094095442    -2094095442    0
-32502891    -1548235076    0
-32502891    -32502891    0
276311622    1925606324    1
276311622    276311622    0
953598495    821500349    0
953598495    953598495    0
-704414173    2080923035    1
-704414173    -704414173    0
-952038786    286970085    1
-952038786    -952038786    0
1233358245    -1069195048    0
1233358245    1233358245    0
911510846    1870620506    1
911510846    911510846    0
-1466702985    -1034968574    1
-1466702985    -1466702985    0
1038380419    221455209    0
1038380419    1038380419    0
-750096905    -868745147    0
-750096905    -750096905    0
-737979200    -931412873    0
-737979200    -737979200    0
-1722622817    -1828753957    0
-1722622817    -1722622817    0
1271625590    -703291195    0
1271625590    1271625590    0
2104224759    -1537667770    0
2104224759    2104224759    0
194139731    -1748482736    0
194139731    194139731    0
2084589890    -470483183    0
2084589890    2084589890    0
1910268688    -1230223371    0
1910268688    1910268688    0
-506610466    1642598375    1
-506610466    -506610466    0
-1380534370    -354122730    1
-1380534370    -1380534370    0
-1180213108    220973469    1
-1180213108    -1180213108    0
1044649803    -1217189537    0
1044649803    1044649803    0
1867969402    -1379777021    0
1867969402    1867969402    0
-315684534    1757448576    1
-315684534    -315684534    0
-1032403900    1374999228    1
-1032403900    -1032403900    0
-492075391    -1368326156    0
-492075391    -492075391    0
-1660583232    -2099913263    0
-1660583232    -1660583232    0
2051060926    2067251102    1
2051060926    2051060926    0
1460731264    -1721532038    0
1460731264    1460731264    0
-1902763300    1964688915    1
-1902763300    -1902763300    0
531916311    1238018322    1
531916311    531916311    0
243771539    382265129    1
243771539    243771539    0
818042476    2001708749    1
818042476    818042476    0
-1132837133    -2020227854    0
-1132837133    -1132837133    0
792234534    -2046814518    0
792234534    792234534    0
-1000811157    -800608560    1
-1000811157    -1000811157    0
-1774040356    -1291196462    1
-1774040356    -1774040356    0
1949055554    -418546282    0
1949055554    1949055554    0
