A[32]          B[32]         C
1348825573    -1122079260    0
1348825573    1348825573    1
-435636119    -1959538644    0
-435636119    -435636119    1
340430359    -1193918518    0
340430359    340430359    1
950004865    445269467    0
950004865    950004865    1
-1201487476    -389354669    0
-1201487476    -1201487476    1
-1894563260    2029134645    0
-1894563260    -1894563260    1
-1087404255    496073559    0
-1087404255    -1087404255    1
-814027324    -462300281    0
-814027324    -814027324    1
977304402    347128418    0
977304402    977304402    1
-1339730297    -1564632748    0
-1339730297    -1339730297    1
-1349013705    -672970267    0
-1349013705    -1349013705    1
645967316    1437697033    0
645967316    645967316    1
-2086102186    207462700    0
-2086102186    -2086102186    1
-1503410425    1705304809    0
-1503410425    -1503410425    1
-378649076    559951775    0
-378649076    -378649076    1
48993256    -783082739    0
48993256    48993256    1
-1080732076    679172523    0
-1080732076    -1080732076    1
-1743901964    551107890    0
-1743901964    -1743901964    1
-251669138    961659782    0
-251669138    -251669138    1
1168338311    -1405974052    0
1168338311    1168338311    1
567249702    -1609639891    0
567249702    567249702    1
-611027432    1663138303    0
-611027432    -611027432    1
-208499877    518403148    0
-208499877    -208499877    1
389534378    323684705    0
389534378    389534378    1
1323190490    -506102227    0
1323190490    1323190490    1
-936696000    -555970246    0
-936696000    -936696000    1
-2074125285    379314931    0
-2074125285    -2074125285    1
-1715413975    -1564720999    0
-1715413975    -1715413975    1
1222282151    -1218421950    0
1222282151    1222282151    1
-914390652    -506994625    0
-914390652    -914390652    1
-1427446172    1995085435    0
-1427446172    -1427446172    1
-276474276    1545606107    0
-276474276    -276474276    1
-1554224823    -762579771    0
-1554224823    -1554224823    1
-1674477501    -1887325830    0
-1674477501    -1674477501    1
-762825508    378612677    0
-762825508    -762825508    1
1360785661    587728607    0
1360785661    1360785661    1
-1119310314    942096432    0
-1119310314    -1119310314    1
-2104605421    1734325667    0
-2104605421    -2104605421    1
467897338    -98155302    0
467897338    467897338    1
-1035746071    656585349    0
-1035746071    -1035746071    1
-297267546    -548804802    0
-297267546    -297267546    1
262371995    69874120    0
262371995    262371995    1
-139193118    -1615874600    0
-139193118    -139193118    1
1851113598    459792716    0
1851113598    1851113598    1
462984364    1381440861    0
462984364    462984364    1
-1689632354    -1273888550    0
-1689632354    -1689632354    1
-280599452    -2143200994    0
-280599452    -280599452    1
1225014990    -1851290703    0
1225014990    1225014990    1
838641339    -1295406861    0
838641339    838641339    1
-220469451    1761956136    0
-220469451    -220469451    1
2030978208    181161206    0
2030978208    2030978208    1
-1857646742    64504831    0
-1857646742    -1857646742    1
1519214284    -294434965    0
1519214284    1519214284    1
-34007570    1300595280    0
-34007570    -34007570    1
-1015969329    -552908218    0
-1015969329    -1015969329    1
-834077010    -1988195383    0
-834077010    -834077010    1
343734287    390331547    0
343734287    343734287    1
-792623393    1714468669    0
-792623393    -792623393    1
-381221418    1090627688    0
-381221418    -381221418    1
-2099784218    -1770449580    0
-2099784218    -2099784218    1
1232412527    -31431354    0
1232412527    1232412527    1
1482410897    1541456892    0
1482410897    1482410897    1
1002026697    -1509717472    0
1002026697    1002026697    1
726450388    -454299978    0
726450388    726450388    1
-1893476536    978444968    0
-1893476536    -1893476536    1
1211250556    1358113987    0
1211250556    1211250556    1
1880341249    581179255    0
1880341249    1880341249    1
-256006443    -2072302726    0
-256006443    -256006443    1
1271397237    867049973    0
1271397237    1271397237    1
-236598773    1150340523    0
-236598773    -236598773    1
236474442    1726337700    0
236474442    236474442    1
-1681708024    441292952    0
-1681708024    -1681708024    1
1736936898    1077421598    0
1736936898    1736936898    1
-998513891    -1986346583    0
-998513891    -998513891    1
-1378518153    -975189869    0
-1378518153    -1378518153    1
-1806905748    -1498369058    0
-1806905748    -1806905748    1
738393750    -1064125185    0
738393750    738393750    1
854308870    -1647138692    0
854308870    854308870    1
1110973326    -373385073    0
1110973326    1110973326    1
449308976    -923210668    0
449308976    449308976    1
1790067742    300562030    0
1790067742    1790067742    1
1218907926    -867837285    0
1218907926    1218907926    1
-1725218609    -932807661    0
-1725218609    -1725218609    1
1786947324    537618369    0
1786947324    1786947324    1
-560838591    -146355085    0
-560838591    -560838591    1
1784229318    -1162742433    0
1784229318    1784229318    1
-1133132007    -1057191767    0
-1133132007    -1133132007    1
476088978    1468568259    0
476088978    476088978    1
235483070    1128553168    0
235483070    235483070    1
-28013570    263714028    0
-28013570    -28013570    1
1759782361    450687140    0
1759782361    1759782361    1
-2104382370    175636598    0
-2104382370    -2104382370    1
1852666428    -1210590327    0
1852666428    1852666428    1
-693134037    -1492261091    0
-693134037    -693134037    1
590977694    -475102752    0
590977694    590977694    1
-1854017705    -1721422241    0
-1854017705    -1854017705    1
1265227890    305398674    0
1265227890    1265227890    1
-1296688833    -1352995655    0
-1296688833    -1296688833    1
830925008    -1945800006    0
830925008    830925008    1
-476363266    -1849445226    0
-476363266    -476363266    1
-1040802130    -395121905    0
-1040802130    -1040802130    1
-449561804    1896754366    0
-449561804    -449561804    1
800767560    -1050588036    0
800767560    800767560    1
-319054740    239351023    0
-319054740    -319054740    1
1917845493    1506221525    0
1917845493    1917845493    1
-53112487    1600037041    0
-53112487    -53112487    1
2026045515    2017612985    0
2026045515    2026045515    1
1111115205    422186534    0
1111115205    1111115205    1
1871984635    835237688    0
1871984635    1871984635    1
666609012    -1556924233    0
666609012    666609012    1
-1917701218    -1676158814    0
-1917701218    -1917701218    1
1660435933    1675255334    0
1660435933    1660435933    1
-123722500    1818111702    0
-123722500    -123722500    1
1636441909    -1215952697    0
1636441909    1636441909    1
-1700277068    216296701    0
-1700277068    -1700277068    1
-1300688115    443423354    0
-1300688115    -1300688115    1
-270196695    -509399403    0
-270196695    -270196695    1
-2023353101    1834997895    0
-2023353101    -2023353101    1
-2037724763    1121337241    0
-2037724763    -2037724763    1
383582860    1161435595    0
383582860    383582860    1
2024596271    770407221    0
2024596271    2024596271    1
1790447102    -1892342144    0
1790447102    1790447102    1
-332951701    -1168274399    0
-332951701    -332951701    1
1506095805    1737065779    0
1506095805    1506095805    1
425126975    978109283    0
425126975    425126975    1
1814462561    814377549    0
1814462561    1814462561    1
737690428    1481452739    0
737690428    737690428    1
-2047158184    1910699434    0
-2047158184    -2047158184    1
988265595    -1879158559    0
988265595    988265595    1
-681391035    704787614    0
-681391035    -681391035    1
-424542382    2751319    0
-424542382    -424542382    1
-35422120    -1011422175    0
-35422120    -35422120    1
619909156    -2025682547    0
619909156    619909156    1
-1449522034    -1758586415    0
-1449522034    -1449522034    1
1552372008    -981841923    0
1552372008    1552372008    1
1477745102    -146994333    0
1477745102    1477745102    1
-1147366430    1217718517    0
-1147366430    -1147366430    1
-1147394250    1352378639    0
-1147394250    -1147394250    1
-1664450453    -179328311    0
-1664450453    -1664450453    1
583879256    -1231937194    0
583879256    583879256    1
-860152158    1473289160    0
-860152158    -860152158    1
1425036398    -1945398808    0
1425036398    1425036398    1
-1889841774    198401862    0
-1889841774    -1889841774    1
85483590    -1482126520    0
85483590    85483590    1
2093730070    1618448125    0
2093730070    2093730070    1
1249621541    1615650380    0
1249621541    1249621541    1
1636398843    -2045843617    0
1636398843    1636398843    1
1629465332    -1413319503    0
1629465332    1629465332    1
1077748837    618144992    0
1077748837    1077748837    1
1637689548    -790118454    0
1637689548    1637689548    1
-1901489214    1033943387    0
-1901489214    -1901489214    1
600036650    -405871217    0
600036650    600036650    1
112358658    701926801    0
112358658    112358658    1
448148061    -1666052641    0
448148061    448148061    1
1459151929    -778260297    0
1459151929    1459151929    1
310790681    -1678498663    0
310790681    310790681    1
-1461039017    -157525968    0
-1461039017    -1461039017    1
1733451684    1795301349    0
1733451684    1733451684    1
926926582    -179368535    0
926926582    926926582    1
1455804647    1789074143    0
1455804647    1455804647    1
1717874003    464963986    0
1717874003    1717874003    1
-736345035    -1739120881    0
-736345035    -736345035    1
2139541735    1872419594    0
2139541735    2139541735    1
-1932404300    -587991100    0
-1932404300    -1932404300    1
303938067    1992268150    0
303938067    303938067    1
1601591059    -1695793933    0
1601591059    1601591059    1
-602217666    -1330605990    0
-602217666    -602217666    1
-1441838758    374360970    0
-1441838758    -1441838758    1
-336761290    -94299489    0
-336761290    -336761290    1
609890263    -72813380    0
609890263    609890263    1
1908870409    1547663114    0
1908870409    1908870409    1
-1789417693    -1274791543    0
-1789417693    -1789417693    1
153731377    307789886    0
153731377    153731377    1
985981080    -1229862606    0
985981080    985981080    1
2061376024    1830550981    0
2061376024    2061376024    1
-693622354    1169794150    0
-693622354    -693622354    1
1247806776    651179738    0
1247806776    1247806776    1
-383725091    574740995    0
-383725091    -383725091    1
-867535454    -93630694    0
-867535454    -867535454    1
960092563    -1002458452    0
960092563    960092563    1
-1226056598    1203889484    0
-1226056598    -1226056598    1
-2056285422    -683804591    0
-2056285422    -2056285422    1
-210460160    -2065283163    0
-210460160    -210460160    1
250045283    1378734566    0
250045283    250045283    1
703456447    311076569    0
703456447    703456447    1
1083333568    1492468133    0
1083333568    1083333568    1
375431849    -458102807    0
375431849    375431849    1
1716392352    -1231262230    0
1716392352    1716392352    1
941536151    -718937577    0
941536151    941536151    1
1641356244    -823953153    0
1641356244    1641356244    1
-1467593278    -919618178    0
-1467593278    -1467593278    1
-1714903868    -151135975    0
-1714903868    -1714903868    1
-924815826    1554453188    0
-924815826    -924815826    1
980451348    415332113    0
980451348    980451348    1
-1127317914    179035761    0
-1127317914    -1127317914    1
1169845342    -1154436220    0
1169845342    1169845342    1
-28326698    -2035348346    0
-28326698    -28326698    1
-1317668474    2078449854    0
-1317668474    -1317668474    1
-1977562135    -1600445895    0
-1977562135    -1977562135    1
560847646    -1966204282    0
560847646    560847646    1
-286079454    -1556232133    0
-286079454    -286079454    1
1111052280    -1634775497    0
1111052280    1111052280    1
1409770935    766905154    0
1409770935    1409770935    1
-1815628298    -509469490    0
-1815628298    -1815628298    1
-1554343156    -1176544520    0
-1554343156    -1554343156    1
106566627    -396574925    0
106566627    106566627    1
175350338    1117176113    0
175350338    175350338    1
1216287325    -506004100    0
1216287325    1216287325    1
51188049    -1820603025    0
51188049    51188049    1
-782882229    187819502    0
-782882229    -782882229    1
-1459421651    -234130125    0
-1459421651    -1459421651    1
240104214    -442018840    0
240104214    240104214    1
648105136    -615828250    0
648105136    648105136    1
-1219840510    1420974993    0
-1219840510    -1219840510    1
-1959483391    278067020    0
-1959483391    -1959483391    1
-474709703    -614090962    0
-474709703    -474709703    1
-627796139    -1444197634    0
-627796139    -627796139    1
-1584804557    -1413844626    0
-1584804557    -1584804557    1
-641097576    1227793156    0
-641097576    -641097576    1
1743621348    490646977    0
1743621348    1743621348    1
-876110809    842198187    0
-876110809    -876110809    1
1290906485    1458161720    0
1290906485    1290906485    1
-1170980169    -855386191    0
-1170980169    -1170980169    1
-1444432381    -12987641    0
-1444432381    -1444432381    1
-1678523262    -1049151005    0
-1678523262    -1678523262    1
641571882    1394328776    0
641571882    641571882    1
-218911117    851323360    0
-218911117    -218911117    1
-832803778    -1940687939    0
-832803778    -832803778    1
-1585719267    1963016532    0
-1585719267    -1585719267    1
-1098639289    -671579893    0
-1098639289    -1098639289    1
1045634026    2010892339    0
1045634026    1045634026    1
-665261257    -1711660628    0
-665261257    -665261257    1
287127225    450668442    0
287127225    287127225    1
707890650    1393050444    0
707890650    707890650    1
-1576666671    -126861311    0
-1576666671    -1576666671    1
1998483780    170549919    0
1998483780    1998483780    1
1455359092    392529631    0
1455359092    1455359092    1
-1094657843    -1225750210    0
-1094657843    -1094657843    1
1056359023    -377704167    0
1056359023    1056359023    1
-261872249    2121631174    0
-261872249    -261872249    1
919767212    -932262061    0
919767212    919767212    1
-2126239030    -11527756    0
-2126239030    -2126239030    1
1512826784    1819464561    0
1512826784    1512826784    1
-1391158196    1782796683    0
-1391158196    -1391158196    1
-440868413    916786579    0
-440868413    -440868413    1
45489516    -1412153472    0
45489516    45489516    1
-1654695856    1813278472    0
-1654695856    -1654695856    1
816708110    -175970916    0
816708110    816708110    1
-826564845    2002694545    0
-826564845    -826564845    1
1099794425    1978733437    0
1099794425    1099794425    1
-153474178    -176819397    0
-153474178    -153474178    1
1955341844    1136449239    0
1955341844    1955341844    1
-244131468    31199909    0
-244131468    -244131468    1
223711449    1353139741    0
223711449    223711449    1
604399397    1377048734    0
604399397    604399397    1
-2018924374    170565585    0
-2018924374    -2018924374    1
2116683045    696981179    0
2116683045    2116683045    1
1927006624    -833975005    0
1927006624    1927006624    1
-1452576536    1167060292    0
-1452576536    -1452576536    1
-629177283    -1318791673    0
-629177283    -629177283    1
988471564    1351744247    0
988471564    988471564    1
136547245    -1192372974    0
136547245    136547245    1
-1313350370    -744105045    0
-1313350370    -1313350370    1
-622903079    1738970351    0
-622903079    -622903079    1
-664301136    2130487904    0
-664301136    -664301136    1
1536342384    -1166015633    0
1536342384    1536342384    1
463822323    -1652841325    0
463822323    463822323    1
-1213513387    462184148    0
-1213513387    -1213513387    1
71511280    1876659326    0
71511280    71511280    1
-1167450212    397697714    0
-1167450212    -1167450212    1
-1721845430    -2073981570    0
-1721845430    -1721845430    1
-709826013    1659825918    0
-709826013    -709826013    1
2056515184    -1080476907    0
2056515184    2056515184    1
1057915445    402867089    0
1057915445    1057915445    1
-1851119673    -1154769363    0
-1851119673    -1851119673    1
955585822    -1280211934    0
955585822    955585822    1
356450704    103795052    0
356450704    356450704    1
-790967883    607837577    0
-790967883    -790967883    1
-1083320951    1650375868    0
-1083320951    -1083320951    1
288164074    -1477063971    0
288164074    288164074    1
-1484797771    -2089719034    0
-1484797771    -1484797771    1
-704386568    -1004664745    0
-704386568    -704386568    1
-1264912362    -1009729531    0
-1264912362    -1264912362    1
452061582    -1349588285    0
452061582    452061582    1
1373458186    315534383    0
1373458186    1373458186    1
1043416252    1387313886    0
1043416252    1043416252    1
204598029    -2050250906    0
204598029    204598029    1
81315229    -517824850    0
81315229    81315229    1
-2044087625    -546820084    0
-2044087625    -2044087625    1
-1186713059    524157524    0
-1186713059    -1186713059    1
-1455409004    672301472    0
-1455409004    -1455409004    1
-926454286    -1307102986    0
-926454286    -926454286    1
-523220268    -725543424    0
-523220268    -523220268    1
-192217788    1088477294    0
-192217788    -192217788    1
-1096369581    1570686192    0
-1096369581    -1096369581    1
-4575877    1312916564    0
-4575877    -4575877    1
-1892472922    1425341744    0
-1892472922    -1892472922    1
175428362    -1164466031    0
175428362    175428362    1
1076622320    318712786    0
1076622320    1076622320    1
-1448016643    -319522877    0
-1448016643    -1448016643    1
-1330563980    -17503008    0
-1330563980    -1330563980    1
256802776    -374752706    0
256802776    256802776    1
-1464918878    -1045877169    0
-1464918878    -1464918878    1
1345385624    -122367141    0
1345385624    1345385624    1
-758783487    1969595538    0
-758783487    -758783487    1
-764948697    -337565362    0
-764948697    -764948697    1
1028677138    960051634    0
1028677138    1028677138    1
1344196119    -1641891418    0
1344196119    1344196119    1
-1958569247    456707099    0
-1958569247    -1958569247    1
-2130382462    -1269731379    0
-2130382462    -2130382462    1
-1966596270    -1338377732    0
-1966596270    -1966596270    1
1977694686    -889073397    0
1977694686    1977694686    1
-1078169363    -1797661138    0
-1078169363    -1078169363    1
1391958286    -2081837443    0
1391958286    1391958286    1
1409824272    2044559108    0
1409824272    1409824272    1
415676006    1611978492    0
415676006    415676006    1
1966322758    339841036    0
1966322758    1966322758    1
1808741506    -1326547511    0
1808741506    1808741506    1
-919516370    357580283    0
-919516370    -919516370    1
-657650382    -728416113    0
-657650382    -657650382    1
-269689290    -1999882805    0
-269689290    -269689290    1
699842163    -1485091958    0
699842163    699842163    1
-20686654    573252316    0
-20686654    -20686654    1
-217996820    -297247150    0
-217996820    -217996820    1
-803042490    -157008732    0
-803042490    -803042490    1
-547291912    -1953661066    0
-547291912    -547291912    1
585402477    1342942647    0
585402477    585402477    1
1525095383    -174262388    0
1525095383    1525095383    1
-207086348    934423380    0
-207086348    -207086348    1
1657277292    -487014578    0
1657277292    1657277292    1
1048249109    -1761230610    0
1048249109    1048249109    1
-616179961    1769416017    0
-616179961    -616179961    1
-894164829    257576640    0
-894164829    -894164829    1
-1432041951    -1921568366    0
-1432041951    -1432041951    1
1423534626    796659271    0
1423534626    1423534626    1
1130759191    480180822    0
1130759191    1130759191    1
-1798893782    1364724200    0
-1798893782    -1798893782    1
-1274186464    -625354790    0
-1274186464    -1274186464    1
1208123194    379450306    0
1208123194    1208123194    1
371331323    308256989    0
371331323    371331323    1
1534879282    -995457283    0
1534879282    1534879282    1
2108304144    -1787878776    0
2108304144    2108304144    1
-432684077    -371259853    0
-432684077    -432684077    1
-868100562    2062419682    0
-868100562    -868100562    1
-591262280    -641904061    0
-591262280    -591262280    1
1921347387    -1323807105    0
1921347387    1921347387    1
744336282    1678077789    0
744336282    744336282    1
1601065767    -566017749    0
1601065767    1601065767    1
-1826831502    1697949718    0
-1826831502    -1826831502    1
-1287538025    1225583305    0
-1287538025    -1287538025    1
-679971544    -1290111659    0
-679971544    -679971544    1
1084890308    -595116915    0
1084890308    1084890308    1
1798944610    1472322075    0
1798944610    1798944610    1
1400918654    -1209407970    0
1400918654    1400918654    1
-1956351460    1649670537    0
-1956351460    -1956351460    1
1503216127    2062539466    0
1503216127    1503216127    1
-358981306    853846092    0
-358981306    -358981306    1
1035191813    -1888043141    0
1035191813    1035191813    1
1896334497    -35118196    0
1896334497    1896334497    1
-1942912317    1777210034    0
-1942912317    -1942912317    1
-1987297954    -624066752    0
-1987297954    -1987297954    1
-994788169    41838532    0
-994788169    -994788169    1
1760489467    1384902270    0
1760489467    1760489467    1
551161931    893180530    0
551161931    551161931    1
931185371    428081096    0
931185371    931185371    1
79508117    1905463952    0
79508117    79508117    1
1269190020    -856272983    0
1269190020    1269190020    1
1954934111    -1952767141    0
1954934111    1954934111    1
-981956705    1293824544    0
-981956705    -981956705    1
866854473    236327800    0
866854473    866854473    1
-399670274    840081772    0
-399670274    -399670274    1
1943563249    -1643529735    0
1943563249    1943563249    1
208333827    1957266819    0
208333827    208333827    1
-13370891    1455686911    0
-13370891    -13370891    1
-1884282505    1625505615    0
-1884282505    -1884282505    1
1792363041    -1336460234    0
1792363041    1792363041    1
-592763413    -1537029262    0
-592763413    -592763413    1
530121067    1655578587    0
530121067    530121067    1
3731057    -1837765832    0
3731057    3731057    1
1250818658    -501397602    0
1250818658    1250818658    1
358374699    1119128496    0
358374699    358374699    1
-564116017    -1728752381    0
-564116017    -564116017    1
341124552    -1307386993    0
341124552    341124552    1
-751373922    440967624    0
-751373922    -751373922    1
-396403086    630750426    0
-396403086    -396403086    1
560060821    -1799829923    0
560060821    560060821    1
1137688021    -1279668032    0
1137688021    1137688021    1
-135604528    -740655087    0
-135604528    -135604528    1
451646445    1374955887    0
451646445    451646445    1
-1373017714    -1764054642    0
-1373017714    -1373017714    1
399896209    -421531862    0
399896209    399896209    1
670362751    -438152956    0
670362751    670362751    1
-2048929942    -2046353340    0
-2048929942    -2048929942    1
286920681    136571188    0
286920681    286920681    1
37308043    -915715564    0
37308043    37308043    1
257261368    -218713858    0
257261368    257261368    1
-15474541    -992848003    0
-15474541    -15474541    1
1099195180    1608102148    0
1099195180    1099195180    1
2048777356    1576923082    0
2048777356    2048777356    1
1928845318    -1409542127    0
1928845318    1928845318    1
492248005    1161949394    0
492248005    492248005    1
-900320001    -645220261    0
-900320001    -900320001    1
159605826    385165588    0
159605826    159605826    1
1523892307    -2098447878    0
1523892307    1523892307    1
-299868337    292626529    0
-299868337    -299868337    1
-1115759145    -629888794    0
-1115759145    -1115759145    1
1030738390    -511388522    0
1030738390    1030738390    1
-1884095887    -670344844    0
-1884095887    -1884095887    1
1892075772    -134008320    0
1892075772    1892075772    1
-1965615276    -1958717523    0
-1965615276    -1965615276    1
832304573    1895121693    0
832304573    832304573    1
-991881544    -167035408    0
-991881544    -991881544    1
1500564447    -2010295985    0
1500564447    1500564447    1
-643744619    -1056189295    0
-643744619    -643744619    1
1650721807    357340979    0
1650721807    1650721807    1
-1238322702    424991740    0
-1238322702    -1238322702    1
-1748537079    -1609781034    0
-1748537079    -1748537079    1
-1160629916    187553140    0
-1160629916    -1160629916    1
-250293627    889743534    0
-250293627    -250293627    1
220290006    -713841611    0
220290006    220290006    1
136745259    1821504589    0
136745259    136745259    1
190269360    1930474278    0
190269360    190269360    1
-841629484    -201558643    0
-841629484    -841629484    1
-1052105293    1474801915    0
-1052105293    -1052105293    1
-1187191035    1450586045    0
-1187191035    -1187191035    1
1116631607    -65450161    0
1116631607    1116631607    1
225322765    742277494    0
225322765    225322765    1
2059323497    -354151057    0
2059323497    2059323497    1
1570857549    -520352228    0
1570857549    1570857549    1
-1509193267    -298881986    0
-1509193267    -1509193267    1
265393978    -68694470    0
265393978    265393978    1
-1263935325    1543886478    0
-1263935325    -1263935325    1
496368814    -1586559649    0
496368814    496368814    1
-94073361    -974935434    0
-94073361    -94073361    1
-253752729    -1244834347    0
-253752729    -253752729    1
848189460    -1731434610    0
848189460    848189460    1
1399999314    329005501    0
1399999314    1399999314    1
937917102    -133954600    0
937917102    937917102    1
629804268    -2146188105    0
629804268    629804268    1
1562062291    305788076    0
1562062291    1562062291    1
-583073083    1782752182    0
-583073083    -583073083    1
-2121779097    2076658166    0
-2121779097    -2121779097    1
-1406735351    -1598071237    0
-1406735351    -1406735351    1
1554495275    -1731778572    0
1554495275    1554495275    1
804443908    -1373925347    0
804443908    804443908    1
-1828007324    -1462240665    0
-1828007324    -1828007324    1
-1563990689    -1939347224    0
-1563990689    -1563990689    1
-1051643833    -381732359    0
-1051643833    -1051643833    1
-1748281385    -485130582    0
-1748281385    -1748281385    1
-980589324    874793063    0
-980589324    -980589324    1
-207568322    752931444    0
-207568322    -207568322    1
-1300838071    1797759198    0
-1300838071    -1300838071    1
-1835272245    1938398583    0
-1835272245    -1835272245    1
141541589    2009463942    0
141541589    141541589    1
-469282411    -193489489    0
-469282411    -469282411    1
717322664    -781487171    0
717322664    717322664    1
-484707855    863772564    0
-484707855    -484707855    1
614956182    -1118386842    0
614956182    614956182    1
1158420273    1793645044    0
1158420273    1158420273    1
-1672293334    1160700565    0
-1672293334    -1672293334    1
-355627859    -1646477474    0
-355627859    -355627859    1
-1641153546    -1850672113    0
-1641153546    -1641153546    1
-1975750784    -1955640639    0
-1975750784    -1975750784    1
-2038109260    1385305356    0
-2038109260    -2038109260    1
887157709    653003989    0
887157709    887157709    1
1685574430    1997015707    0
1685574430    1685574430    1
-230451986    -794051007    0
-230451986    -230451986    1
720966456    2102614284    0
720966456    720966456    1
1244769347    -793233765    0
1244769347    1244769347    1
802197911    -31305470    0
802197911    802197911    1
191773402    -896182274    0
191773402    191773402    1
-998791493    407714517    0
-998791493    -998791493    1
311930165    -875346329    0
311930165    311930165    1
780421822    -2029598972    0
780421822    780421822    1
1364158503    626403994    0
1364158503    1364158503    1
-1937427776    -696599001    0
-1937427776    -1937427776    1
-97754402    1903674835    0
-97754402    -97754402    1
191693753    1756374427    0
191693753    191693753    1
2010012325    1449834220    0
2010012325    2010012325    1
-98160072    615041144    0
-98160072    -98160072    1
-1173695688    12025463    0
-1173695688    -1173695688    1
791045263    1346858154    0
791045263    791045263    1
1189229971    1211746522    0
1189229971    1189229971    1
-903121734    183009927    0
-903121734    -903121734    1
998923364    1333052177    0
998923364    998923364    1
-972813898    -1583278698    0
-972813898    -972813898    1
-1375545883    562960164    0
-1375545883    -1375545883    1
879737360    -684787933    0
879737360    879737360    1
-2038938839    2095119689    0
-2038938839    -2038938839    1
921695604    1368756889    0
921695604    921695604    1
1329708823    464102517    0
1329708823    1329708823    1
-583902744    -1547508059    0
-583902744    -583902744    1
-601859388    936958026    0
-601859388    -601859388    1
-2024476432    -1603841676    0
-2024476432    -2024476432    1
1753564869    -207678719    0
1753564869    1753564869    1
1394608362    1147490258    0
1394608362    1394608362    1
-1214996034    134973026    0
-1214996034    -1214996034    1
237992240    -1077985758    0
237992240    237992240    1
384816746    1334691770    0
384816746    384816746    1
812628198    1564496265    0
812628198    812628198    1
2092979027    -930360327    0
2092979027    2092979027    1
-1997877988    -2092881208    0
-1997877988    -1997877988    1
1029917936    -2013149012    0
1029917936    1029917936    1
1756659185    102480741    0
1756659185    1756659185    1
-582897570    1581210524    0
-582897570    -582897570    1
-291977808    -1663811321    0
-291977808    -291977808    1
1213984224    407867039    0
1213984224    1213984224    1
1058659536    1324692777    0
1058659536    1058659536    1
-1833364967    1529387737    0
-1833364967    -1833364967    1
536978372    -1132527325    0
536978372    536978372    1
1702962116    1042550443    0
1702962116    1702962116    1
-627402559    1235757752    0
-627402559    -627402559    1
-245980993    1962788710    0
-245980993    -245980993    1
-2136500097    2136381659    0
-2136500097    -2136500097    1
1670856696    -1278763713    0
1670856696    1670856696    1
-955796868    -2020672535    0
-955796868    -955796868    1
1849500428    -1803469727    0
1849500428    1849500428    1
328464086    510253994    0
328464086    328464086    1
1053035537    -1603827359    0
1053035537    1053035537    1
1543875026    1633358404    0
1543875026    1543875026    1
-412238160    706056727    0
-412238160    -412238160    1
-1135841119    -838624418    0
-1135841119    -1135841119    1
945281376    2041826994    0
945281376    945281376    1
-1888313395    1134978871    0
-1888313395    -1888313395    1
336840409    -1763886176    0
336840409    336840409    1
-1019058544    91060083    0
-1019058544    -1019058544    1
-546327972    -631684667    0
-546327972    -546327972    1
321196199    -1809314684    0
321196199    321196199    1
719917608    -1261628079    0
719917608    719917608    1
-950605870    -1166796466    0
-950605870    -950605870    1
1914773513    93388639    0
1914773513    1914773513    1
161931315    1568837233    0
161931315    161931315    1
1782697078    -1410399443    0
1782697078    1782697078    1
-178401180    529795170    0
-178401180    -178401180    1
-1183570581    -1406592349    0
-1183570581    -1183570581    1
-1775355819    -2054773914    0
-1775355819    -1775355819    1
-292882670    112320723    0
-292882670    -292882670    1
796778317    1506606602    0
796778317    796778317    1
-498675841    -496580669    0
-498675841    -498675841    1
471281832    -1580913322    0
471281832    471281832    1
-355927881    -2014009429    0
-355927881    -355927881    1
1186436560    -955408507    0
1186436560    1186436560    1
809505042    -73925831    0
809505042    809505042    1
273930176    1642481713    0
273930176    273930176    1
-1545887607    -1572923242    0
-1545887607    -1545887607    1
-1273747067    -772592859    0
-1273747067    -1273747067    1
1799548367    399026213    0
1799548367    1799548367    1
-1481890836    1794800235    0
-1481890836    -1481890836    1
2025395885    -83309606    0
2025395885    2025395885    1
-2001644056    830891827    0
-2001644056    -2001644056    1
-1669617722    -1536106850    0
-1669617722    -1669617722    1
599807540    -938702148    0
599807540    599807540    1
611946146    -109111395    0
611946146    611946146    1
-646163830    1269895986    0
-646163830    -646163830    1
1430454823    -936735010    0
1430454823    1430454823    1
101587477    1084270473    0
101587477    101587477    1
590013065    155558569    0
590013065    590013065    1
54925882    754226252    0
54925882    54925882    1
1816175566    1709100831    0
1816175566    1816175566    1
-953070880    -1677782806    0
-953070880    -953070880    1
-298151813    1215233482    0
-298151813    -298151813    1
-191530621    474947930    0
-191530621    -191530621    1
-4303533    -43993365    0
-4303533    -4303533    1
-477379058    2074664149    0
-477379058    -477379058    1
-1056970681    -1461390256    0
-1056970681    -1056970681    1
-1893546679    1589087413    0
-1893546679    -1893546679    1
-1686904347    -1038790788    0
-1686904347    -1686904347    1
-336371288    207694769    0
-336371288    -336371288    1
-1553707690    158813750    0
-1553707690    -1553707690    1
-758641396    -1832567424    0
-758641396    -758641396    1
133293723    -523638729    0
133293723    133293723    1
1928449680    -565526220    0
1928449680    1928449680    1
284554456    -1769980422    0
284554456    284554456    1
387498176    805085172    0
387498176    387498176    1
1649212613    -909970378    0
1649212613    1649212613    1
1507065783    955966409    0
1507065783    1507065783    1
2082021090    1268135944    0
2082021090    2082021090    1
-727552222    -1382605790    0
-727552222    -727552222    1
1017048354    1314882615    0
1017048354    1017048354    1
-9313292    -418622724    0
-9313292    -9313292    1
1718841744    -1478712503    0
