A[32]          B[32]         C
871174974    -364353751    1
871174974    871174974    0
-218516158    1570394974    0
-218516158    -218516158    0
1653570370    1482416444    1
1653570370    1653570370    0
1451327272    -242313100    1
1451327272    1451327272    0
-827203231    1024506436    0
-827203231    -827203231    0
373444714    -877808275    1
373444714    373444714    0
-1720953281    380626834    0
-1720953281    -1720953281    0
1675111908    -1920026867    1
1675111908    1675111908    0
1828287933    -101677608    1
1828287933    1828287933    0
-6230519    361955840    0
-6230519    -6230519    0
-764757245    1497840895    0
-764757245    -764757245    0
-1001779922    -1781478561    1
-1001779922    -1001779922    0
-2062539364    1615511262    0
-2062539364    -2062539364    0
736042619    1484763727    0
736042619    736042619    0
-1197283993    -367809042    0
-1197283993    -1197283993    0
590235147    1184043561    0
590235147    590235147    0
-782138540    332334154    0
-782138540    -782138540    0
-612844086    1777356503    0
-612844086    -612844086    0
512363838    2010674367    0
512363838    512363838    0
878950756    1668893340    0
878950756    878950756    0
2067530708    1762945897    1
2067530708    2067530708    0
1068534371    -2132486945    1
1068534371    1068534371    0
-1349984162    303005872    0
-1349984162    -1349984162    0
1372308509    365190610    1
1372308509    1372308509    0
-2000456924    1216826080    0
-2000456924    -2000456924    0
1377132355    -1564042638    1
1377132355    1377132355    0
297610582    32236307    1
297610582    297610582    0
-55511958    1909607865    0
-55511958    -55511958    0
1201223251    -335334749    1
1201223251    1201223251    0
2062665985    1651241679    1
2062665985    2062665985    0
1974910451    -156132303    1
1974910451    1974910451    0
-1323916846    -953397501    0
-1323916846    -1323916846    0
-1497750627    -1294278760    0
-1497750627    -1497750627    0
415453486    949804023    0
415453486    415453486    0
-1374255272    868941205    0
-1374255272    -1374255272    0
-1242948782    1172652785    0
-1242948782    -1242948782    0
-1536278800    -1347929726    0
-1536278800    -1536278800    0
-324067052    21028904    0
-324067052    -324067052    0
1513170393    1672796923    0
1513170393    1513170393    0
1102642716    834950425    1
1102642716    1102642716    0
1304012217    -493716340    1
1304012217    1304012217    0
-503286870    -424850240    0
-503286870    -503286870    0
-1038333782    -729420423    0
-1038333782    -1038333782    0
1047327821    -594179146    1
1047327821    1047327821    0
1310188514    -373465645    1
1310188514    1310188514    0
-1534422066    -164653066    0
-1534422066    -1534422066    0
-1311351764    -992778424    0
-1311351764    -1311351764    0
96714938    -1244374017    1
96714938    96714938    0
-172128676    -517021881    1
-172128676    -172128676    0
-1149078163    -428424066    0
-1149078163    -1149078163    0
91793583    -1897832141    1
91793583    91793583    0
248229570    1447409895    0
248229570    248229570    0
-244755438    -132343842    0
-244755438    -244755438    0
-1599404394    1465650810    0
-1599404394    -1599404394    0
1109954627    1643596345    0
1109954627    1109954627    0
1303896102    1013219744    1
1303896102    1303896102    0
1013290957    128814881    1
1013290957    1013290957    0
514842187    1827806234    0
514842187    514842187    0
-1522194128    -153532453    0
-1522194128    -1522194128    0
-1312183222    -619474960    0
-1312183222    -1312183222    0
-1813213553    495962246    0
-1813213553    -1813213553    0
-1732895461    945249944    0
-1732895461    -1732895461    0
1560536635    -1408338425    1
1560536635    1560536635    0
1199192651    295790557    1
1199192651    1199192651    0
465819224    -825255084    1
465819224    465819224    0
-1763123597    1918040947    0
-1763123597    -1763123597    0
-882838063    1317631549    0
-882838063    -882838063    0
-1560362029    -1436562054    0
-1560362029    -1560362029    0
-1849309446    -703694328    0
-1849309446    -1849309446    0
-389926304    1843673577    0
-389926304    -389926304    0
423082300    658629504    0
423082300    423082300    0
254607695    -1662744543    1
254607695    254607695    0
2004976446    369209657    1
2004976446    2004976446    0
-2113804699    530282569    0
-2113804699    -2113804699    0
-1615659498    1964851881    0
-1615659498    -1615659498    0
-1905708627    1458270102    0
-1905708627    -1905708627    0
1220942284    -1388507818    1
1220942284    1220942284    0
1527311297    -1561745231    1
1527311297    1527311297    0
784494848    -1983524759    1
784494848    784494848    0
-432469571    -761542150    1
-432469571    -432469571    0
683369574    26838444    1
683369574    683369574    0
-1601144701    -1531133623    0
-1601144701    -1601144701    0
1238585964    -1236668783    1
1238585964    1238585964    0
-2125914288    -684025373    0
-2125914288    -2125914288    0
1010671772    651847282    1
1010671772    1010671772    0
-2042447935    106856466    0
-2042447935    -2042447935    0
430007896    1778398333    0
430007896    430007896    0
1234058587    -1148762074    1
1234058587    1234058587    0
-2107899095    -759309535    0
-2107899095    -2107899095    0
399931155    2132391150    0
399931155    399931155    0
-484614980    1638527231    0
-484614980    -484614980    0
419898929    900836328    0
419898929    419898929    0
1368470751    654311564    1
1368470751    1368470751    0
-353685411    -1476739627    1
-353685411    -353685411    0
248225291    -992176405    1
248225291    248225291    0
-2114729172    743705437    0
-2114729172    -2114729172    0
-1672606770    -119027398    0
-1672606770    -1672606770    0
-1240436975    1971407068    0
-1240436975    -1240436975    0
1142204455    -1832414078    1
1142204455    1142204455    0
-105704606    1593717595    0
-105704606    -105704606    0
-1303752451    1565586037    0
-1303752451    -1303752451    0
-868624334    234206093    0
-868624334    -868624334    0
1075778210    364447343    1
1075778210    1075778210    0
-196297450    221423793    0
-196297450    -196297450    0
-447685030    1494538315    0
-447685030    -447685030    0
1879472500    695323420    1
1879472500    1879472500    0
-1669601969    -1112959976    0
-1669601969    -1669601969    0
-1673390958    -670408324    0
-1673390958    -1673390958    0
-419806236    846215046    0
-419806236    -419806236    0
1148605599    -1322727882    1
1148605599    1148605599    0
441672623    669979322    0
441672623    441672623    0
-1029824294    73544507    0
-1029824294    -1029824294    0
884892834    981305805    0
884892834    884892834    0
248761213    -534788590    1
248761213    248761213    0
-1736151413    1470955404    0
-1736151413    -1736151413    0
-1292444588    1506477447    0
-1292444588    -1292444588    0
2144207797    -805100826    1
2144207797    2144207797    0
1525224464    733501788    1
1525224464    1525224464    0
593521780    1228424715    0
593521780    593521780    0
1702402173    1546994668    1
1702402173    1702402173    0
1957631945    1342835081    1
1957631945    1957631945    0
-106755014    1182727514    0
-106755014    -106755014    0
1993675163    369398748    1
1993675163    1993675163    0
1908719901    -1505032957    1
1908719901    1908719901    0
-1722429868    1854204673    0
-1722429868    -1722429868    0
20197643    -394584215    1
20197643    20197643    0
46570035    1074050348    0
46570035    46570035    0
37500331    25245340    1
37500331    37500331    0
1600390165    -850976385    1
1600390165    1600390165    0
-825234933    -86169889    0
-825234933    -825234933    0
-1970424351    946389376    0
-1970424351    -1970424351    0
1726515901    1286156197    1
1726515901    1726515901    0
-702565842    1059609807    0
-702565842    -702565842    0
72809861    -479958728    1
72809861    72809861    0
865484129    2036206934    0
865484129    865484129    0
-1997526984    -249728621    0
-1997526984    -1997526984    0
1897782893    2103359812    0
1897782893    1897782893    0
1160203109    -2075858805    1
1160203109    1160203109    0
678021694    1128917357    0
678021694    678021694    0
-1593231330    1078374756    0
-1593231330    -1593231330    0
1676872105    -90022159    1
1676872105    1676872105    0
917028181    1238410413    0
917028181    917028181    0
106711315    1352237274    0
106711315    106711315    0
-1225051396    609598633    0
-1225051396    -1225051396    0
-141058123    -63845413    0
-141058123    -141058123    0
1029159671    538999348    1
1029159671    1029159671    0
-781708432    -2118125899    1
-781708432    -781708432    0
-1392721642    1746622308    0
-1392721642    -1392721642    0
1592055760    1003259265    1
1592055760    1592055760    0
1962976426    647782359    1
1962976426    1962976426    0
873359507    -878758788    1
873359507    873359507    0
906705763    901887921    1
906705763    906705763    0
-627148943    1881345998    0
-627148943    -627148943    0
1081327369    2091516605    0
1081327369    1081327369    0
270068276    1309961328    0
270068276    270068276    0
1342481077    -577425816    1
1342481077    1342481077    0
-171157203    1459586106    0
-171157203    -171157203    0
1065021069    -1165765043    1
1065021069    1065021069    0
197021720    -1047813606    1
197021720    197021720    0
-145136555    1115042802    0
-145136555    -145136555    0
834524961    2145558539    0
834524961    834524961    0
2081639384    -407324839    1
2081639384    2081639384    0
1625693041    -1503742773    1
1625693041    1625693041    0
114612767    776399079    0
114612767    114612767    0
-485597945    -1517717952    1
-485597945    -485597945    0
1272586843    727283168    1
1272586843    1272586843    0
1998494828    1198108210    1
1998494828    1998494828    0
1527511506    1905416170    0
1527511506    1527511506    0
1388496208    1775645266    0
1388496208    1388496208    0
1364422390    -344683204    1
1364422390    1364422390    0
-1782747490    -1196216031    0
-1782747490    -1782747490    0
38181305    -343223155    1
38181305    38181305    0
2132366219    -1453914355    1
2132366219    2132366219    0
-27336640    38130806    0
-27336640    -27336640    0
1136403792    -1910728021    1
1136403792    1136403792    0
1223495111    196915345    1
1223495111    1223495111    0
-1457021220    -2046852030    1
-1457021220    -1457021220    0
-51889962    -618465713    1
-51889962    -51889962    0
-146873825    -743302788    1
-146873825    -146873825    0
-712300233    -253475981    0
-712300233    -712300233    0
-1354768664    -891695059    0
-1354768664    -1354768664    0
-2130991090    943802322    0
-2130991090    -2130991090    0
1067640024    -1099066922    1
1067640024    1067640024    0
1231799401    1309575058    0
1231799401    1231799401    0
1855405241    1156451644    1
1855405241    1855405241    0
-216966386    865005635    0
-216966386    -216966386    0
1863928494    -1786532787    1
1863928494    1863928494    0
1002153101    1274852616    0
1002153101    1002153101    0
-1381678703    -272436202    0
-1381678703    -1381678703    0
-1091887736    -1614177130    1
-1091887736    -1091887736    0
-899776963    -1485708377    1
-899776963    -899776963    0
1015653299    973831839    1
1015653299    1015653299    0
-2130580316    -994342671    0
-2130580316    -2130580316    0
-1230314655    -769070041    0
-1230314655    -1230314655    0
1741348773    766138890    1
1741348773    1741348773    0
1539595383    -1901131012    1
1539595383    1539595383    0
2017869885    -773215038    1
2017869885    2017869885    0
-466925786    -951293152    1
-466925786    -466925786    0
-1048524882    1559223276    0
-1048524882    -1048524882    0
-320039835    -611399463    1
-320039835    -320039835    0
922236561    840756679    1
922236561    922236561    0
94966841    -41298787    1
94966841    94966841    0
-688088112    -1717574525    1
-688088112    -688088112    0
-1268695719    15550038    0
-1268695719    -1268695719    0
211786213    1800654709    0
211786213    211786213    0
-1734756303    -1799049124    1
-1734756303    -1734756303    0
-1513949505    -693889503    0
-1513949505    -1513949505    0
-215019189    1221362336    0
-215019189    -215019189    0
429188769    765408604    0
429188769    429188769    0
-818182807    -1988575402    1
-818182807    -818182807    0
-1932635338    -1407575151    0
-1932635338    -1932635338    0
130465564    1354505593    0
130465564    130465564    0
-1254917655    -63601332    0
-1254917655    -1254917655    0
1085773828    1470145431    0
1085773828    1085773828    0
385755201    1493255409    0
385755201    385755201    0
1633579977    1359267851    1
1633579977    1633579977    0
-1189003467    1739088835    0
-1189003467    -1189003467    0
-1358868544    1845080466    0
-1358868544    -1358868544    0
204864630    -120896628    1
204864630    204864630    0
-1773203119    837328690    0
-1773203119    -1773203119    0
-332617161    1109250306    0
-332617161    -332617161    0
555910963    1742547623    0
555910963    555910963    0
-507003339    -1691924463    1
-507003339    -507003339    0
-870470542    1807909999    0
-870470542    -870470542    0
142346742    -574056890    1
142346742    142346742    0
-232470949    -1443637098    1
-232470949    -232470949    0
1942535518    -1097173066    1
1942535518    1942535518    0
452663032    -1116608995    1
452663032    452663032    0
1432248374    -1473816041    1
1432248374    1432248374    0
-1864732440    1270445021    0
-1864732440    -1864732440    0
-826522205    716281188    0
-826522205    -826522205    0
-754275853    -2055803279    1
-754275853    -754275853    0
-2066955837    -103215279    0
-2066955837    -2066955837    0
761019753    -1930138264    1
761019753    761019753    0
-256351757    1094054856    0
-256351757    -256351757    0
-1977810465    2132593052    0
-1977810465    -1977810465    0
1125090103    249637777    1
1125090103    1125090103    0
-600533345    -297041075    0
-600533345    -600533345    0
-1461199591    -1170565010    0
-1461199591    -1461199591    0
323974309    -1916641132    1
323974309    323974309    0
300833108    611307191    0
300833108    300833108    0
1073057717    -1613588302    1
1073057717    1073057717    0
-1355958236    282678397    0
-1355958236    -1355958236    0
-386495385    -517210396    1
-386495385    -386495385    0
-1495098144    -616844152    0
-1495098144    -1495098144    0
-1273819634    183154754    0
-1273819634    -1273819634    0
1032504653    -2143973799    1
1032504653    1032504653    0
883306234    -424586928    1
883306234    883306234    0
1044236241    756500577    1
1044236241    1044236241    0
-2069411674    -1096991557    0
-2069411674    -2069411674    0
574211396    1965910817    0
574211396    574211396    0
709883189    -356155844    1
709883189    709883189    0
-346276638    -50298054    0
-346276638    -346276638    0
479312544    951877643    0
479312544    479312544    0
742953916    1840398515    0
742953916    742953916    0
1996362136    -1161103216    1
1996362136    1996362136    0
-1404554051    -1024982092    0
-1404554051    -1404554051    0
-566476640    1599441375    0
-566476640    -566476640    0
-940460141    -713614959    0
-940460141    -940460141    0
-846789204    141467572    0
-846789204    -846789204    0
-391408767    1635749161    0
-391408767    -391408767    0
-863801020    -1222955355    1
-863801020    -863801020    0
-644152900    -990576162    1
-644152900    -644152900    0
1365728366    451950681    1
1365728366    1365728366    0
1440297804    1312193304    1
1440297804    1440297804    0
-488791699    -759787381    1
-488791699    -488791699    0
1111237957    832650618    1
1111237957    1111237957    0
-1000405408    -2135051105    1
-1000405408    -1000405408    0
1440961720    -2075922781    1
1440961720    1440961720    0
-749882388    -475048648    0
-749882388    -749882388    0
479678812    -1970000011    1
479678812    479678812    0
-417864846    -625589279    1
-417864846    -417864846    0
185022154    2004575756    0
185022154    185022154    0
952329059    826813925    1
952329059    952329059    0
-1313826244    -883175944    0
-1313826244    -1313826244    0
-1598225523    -473344208    0
-1598225523    -1598225523    0
1413968315    -2008368100    1
1413968315    1413968315    0
1724314080    -1738548817    1
1724314080    1724314080    0
-243980302    -1017727664    1
-243980302    -243980302    0
-1178518975    2030566823    0
-1178518975    -1178518975    0
-1303242485    1522878699    0
-1303242485    -1303242485    0
956200074    -1682143697    1
956200074    956200074    0
-425985126    1297370562    0
-425985126    -425985126    0
1310612332    -1976897243    1
1310612332    1310612332    0
418178615    1770430398    0
418178615    418178615    0
-210948665    303046665    0
-210948665    -210948665    0
-306813851    -1128682000    1
-306813851    -306813851    0
1528996284    -734928112    1
1528996284    1528996284    0
-1372556445    -837201851    0
-1372556445    -1372556445    0
872926592    602192728    1
872926592    872926592    0
828985217    1600980290    0
828985217    828985217    0
1012623163    -1395171579    1
1012623163    1012623163    0
-1585925918    -517542744    0
-1585925918    -1585925918    0
1107414409    -1181004977    1
1107414409    1107414409    0
-1477885824    1872199847    0
-1477885824    -1477885824    0
-11094261    -857760318    1
-11094261    -11094261    0
-226672083    1672044602    0
-226672083    -226672083    0
1760379230    -51544573    1
1760379230    1760379230    0
1834396803    911224000    1
1834396803    1834396803    0
-194343925    1163449156    0
-194343925    -194343925    0
-1645198950    1376214283    0
-1645198950    -1645198950    0
1897566124    2014923882    0
1897566124    1897566124    0
-364359903    -1821637430    1
-364359903    -364359903    0
1194780056    1357707028    0
1194780056    1194780056    0
38269529    -1004660616    1
38269529    38269529    0
-913163163    -496316440    0
-913163163    -913163163    0
1586195944    1160902140    1
1586195944    1586195944    0
-494914196    -376754820    0
-494914196    -494914196    0
854503019    1997467207    0
854503019    854503019    0
-735504664    -119531849    0
-735504664    -735504664    0
183639217    -245489107    1
183639217    183639217    0
-1494790307    -1744893769    1
-1494790307    -1494790307    0
-1289067385    -2106737580    1
-1289067385    -1289067385    0
2078850010    968633091    1
2078850010    2078850010    0
1859079695    1222479104    1
1859079695    1859079695    0
-1682655138    -1888571077    1
-1682655138    -1682655138    0
1364371763    -1084573779    1
1364371763    1364371763    0
353287353    -948967959    1
353287353    353287353    0
883221890    -1438010908    1
883221890    883221890    0
683353119    1812469313    0
683353119    683353119    0
-522718978    -1324308658    1
-522718978    -522718978    0
1962594856    1944109731    1
1962594856    1962594856    0
1607545484    1405321107    1
1607545484    1607545484    0
-2090510949    499673635    0
-2090510949    -2090510949    0
-2131383868    -13642299    0
-2131383868    -2131383868    0
1508484571    899790456    1
1508484571    1508484571    0
-1158681246    6656916    0
-1158681246    -1158681246    0
-700260508    -1343299090    1
-700260508    -700260508    0
-389913946    -1498284377    1
-389913946    -389913946    0
-1500141989    -470501142    0
-1500141989    -1500141989    0
704982882    -1147259639    1
704982882    704982882    0
68509959    628794244    0
68509959    68509959    0
1268184213    2110330542    0
1268184213    1268184213    0
254994746    999914735    0
254994746    254994746    0
-1232036625    1557921444    0
-1232036625    -1232036625    0
-1995931238    721392284    0
-1995931238    -1995931238    0
-1355837578    -1670189550    1
-1355837578    -1355837578    0
-637904626    -1255609510    1
-637904626    -637904626    0
-503567948    1510722942    0
-503567948    -503567948    0
-1216593316    917207171    0
-1216593316    -1216593316    0
957111585    863337121    1
957111585    957111585    0
-1558608295    -124213303    0
-1558608295    -1558608295    0
1958943545    -1938224672    1
1958943545    1958943545    0
152927070    -1799486649    1
152927070    152927070    0
47245085    2033770116    0
47245085    47245085    0
-1243161073    266800318    0
-1243161073    -1243161073    0
-156043650    -55898697    0
-156043650    -156043650    0
-1574505310    847743696    0
-1574505310    -1574505310    0
2056745401    1510190375    1
2056745401    2056745401    0
648639768    -945422567    1
648639768    648639768    0
-800545604    -1337251227    1
-800545604    -800545604    0
805928647    -183322847    1
805928647    805928647    0
-1375530715    626241362    0
-1375530715    -1375530715    0
-1896423331    -1192119684    0
-1896423331    -1896423331    0
-281831913    -825356173    1
-281831913    -281831913    0
433850433    789557028    0
433850433    433850433    0
2069434835    1212318183    1
2069434835    2069434835    0
1461610135    -813628201    1
1461610135    1461610135    0
1902444990    -455575421    1
1902444990    1902444990    0
773075853    -927282523    1
773075853    773075853    0
63391795    1991303568    0
63391795    63391795    0
1738967759    115959085    1
1738967759    1738967759    0
-1630028745    -439523611    0
-1630028745    -1630028745    0
571308762    -687839212    1
571308762    571308762    0
-2130907401    2138896392    0
-2130907401    -2130907401    0
-930848095    1670313669    0
-930848095    -930848095    0
-612659249    -1478216449    1
-612659249    -612659249    0
-1495771169    1224160198    0
-1495771169    -1495771169    0
-1066909588    749183908    0
-1066909588    -1066909588    0
-1896699980    -1818188228    0
-1896699980    -1896699980    0
-1053567540    467868402    0
-1053567540    -1053567540    0
-815969618    1971303475    0
-815969618    -815969618    0
1254786189    -698739971    1
1254786189    1254786189    0
623055624    14619226    1
623055624    623055624    0
-1158235031    -815238287    0
-1158235031    -1158235031    0
-73077680    1603722510    0
-73077680    -73077680    0
-753025053    606861050    0
-753025053    -753025053    0
566074807    709349013    0
566074807    566074807    0
1855779894    -192391389    1
1855779894    1855779894    0
-2071955358    1116769548    0
-2071955358    -2071955358    0
-436091073    1738647433    0
-436091073    -436091073    0
1851509897    1870145727    0
1851509897    1851509897    0
-1909782031    -48895428    0
-1909782031    -1909782031    0
-2086405977    -909555030    0
-2086405977    -2086405977    0
-1829793939    1102784270    0
-1829793939    -1829793939    0
852372745    -1275314878    1
852372745    852372745    0
1857465047    -1933259699    1
1857465047    1857465047    0
1122101786    1111338779    1
1122101786    1122101786    0
1664541802    -316381159    1
1664541802    1664541802    0
-476119528    772137834    0
-476119528    -476119528    0
499956368    657895891    0
499956368    499956368    0
-1584746695    743446748    0
-1584746695    -1584746695    0
-1198811104    -1316525602    1
-1198811104    -1198811104    0
323571412    2056204813    0
323571412    323571412    0
974498350    1587406659    0
974498350    974498350    0
-2016646011    -967961787    0
-2016646011    -2016646011    0
-430541364    -1927310527    1
-430541364    -430541364    0
-1455140713    -809494465    0
-1455140713    -1455140713    0
32148102    -2132086333    1
32148102    32148102    0
-2065625618    -1682284077    0
-2065625618    -2065625618    0
-767343185    918152176    0
-767343185    -767343185    0
145896657    248241681    0
145896657    145896657    0
2135166007    221304194    1
2135166007    2135166007    0
-1533484328    1085195445    0
-1533484328    -1533484328    0
-1563627436    -399682517    0
-1563627436    -1563627436    0
295080442    -1450472483    1
295080442    295080442    0
-942793165    1714070022    0
-942793165    -942793165    0
-2037344012    1636673987    0
-2037344012    -2037344012    0
149827207    1118866810    0
149827207    149827207    0
-478618058    636488037    0
-478618058    -478618058    0
-1978260035    -1978159167    0
-1978260035    -1978260035    0
670532987    -2002560716    1
670532987    670532987    0
-1434361768    24085420    0
-1434361768    -1434361768    0
-606020008    -581514117    0
-606020008    -606020008    0
-190660742    -1972120362    1
-190660742    -190660742    0
796176145    -1481901838    1
796176145    796176145    0
-142524799    1896836361    0
-142524799    -142524799    0
366347761    1599194233    0
366347761    366347761    0
2142818666    -1513591792    1
2142818666    2142818666    0
2118039731    1722786347    1
2118039731    2118039731    0
923250337    -2048019006    1
923250337    923250337    0
1796303402    -1270475982    1
1796303402    1796303402    0
-1456504748    759163440    0
-1456504748    -1456504748    0
-1890876569    -201677616    0
-1890876569    -1890876569    0
1803198942    -494535027    1
1803198942    1803198942    0
2092555785    1452118157    1
2092555785    2092555785    0
-304103077    -265324848    0
-304103077    -304103077    0
-824944591    209312686    0
-824944591    -824944591    0
-1369541202    -2042038256    1
-1369541202    -1369541202    0
-818283267    1661166046    0
-818283267    -818283267    0
268377664    -411260324    1
268377664    268377664    0
2059079495    734979431    1
2059079495    2059079495    0
-1038582449    52359346    0
-1038582449    -1038582449    0
-1241768261    -424795999    0
-1241768261    -1241768261    0
565294380    -275626955    1
565294380    565294380    0
1633620803    -1483921584    1
1633620803    1633620803    0
1046774962    367258805    1
1046774962    1046774962    0
-418692959    -451584969    1
-418692959    -418692959    0
1319862829    823701221    1
1319862829    1319862829    0
146505381    -1548014762    1
146505381    146505381    0
-17597866    -737182859    1
-17597866    -17597866    0
-201263477    -3927944    0
-201263477    -201263477    0
-384723560    -594017419    1
-384723560    -384723560    0
1469947200    1254639829    1
1469947200    1469947200    0
-611369130    -311598642    0
-611369130    -611369130    0
-1763451748    755067249    0
-1763451748    -1763451748    0
2084509985    -694104289    1
2084509985    2084509985    0
-501872983    653218872    0
-501872983    -501872983    0
-2036842532    -2095803860    1
-2036842532    -2036842532    0
-298319045    61624557    0
-298319045    -298319045    0
-146224118    -728230825    1
-146224118    -146224118    0
1386888262    1813696762    0
1386888262    1386888262    0
-1904427729    -1215519639    0
-1904427729    -1904427729    0
2100576595    1094703025    1
2100576595    2100576595    0
-1945525331    -449848562    0
-1945525331    -1945525331    0
1379578578    728167837    1
1379578578    1379578578    0
-1285970076    -1583892724    1
-1285970076    -1285970076    0
1124592819    717501742    1
1124592819    1124592819    0
1994564578    -709349545    1
1994564578    1994564578    0
972869136    -924689641    1
972869136    972869136    0
-805541711    -755198922    0
-805541711    -805541711    0
1459214601    -1243717973    1
1459214601    1459214601    0
-1992227034    2098065968    0
-1992227034    -1992227034    0
170339327    1460587114    0
170339327    170339327    0
191481824    -1782504669    1
191481824    191481824    0
494112208    -1133576232    1
494112208    494112208    0
214149889    1204677711    0
214149889    214149889    0
-1458112145    -1866738598    1
-1458112145    -1458112145    0
918164822    -2019569373    1
918164822    918164822    0
847661089    -1669389363    1
847661089    847661089    0
-2024224536    -494075396    0
-2024224536    -2024224536    0
2122819310    301100023    1
2122819310    2122819310    0
-1803250659    1146780575    0
-1803250659    -1803250659    0
-2133695396    1750044001    0
-2133695396    -2133695396    0
1358989096    1432894141    0
1358989096    1358989096    0
1104626945    1005258539    1
1104626945    1104626945    0
1987659962    57423284    1
1987659962    1987659962    0
-1137824873    -914892465    0
-1137824873    -1137824873    0
-1325243682    -992426233    0
-1325243682    -1325243682    0
-1352117367    993921698    0
-1352117367    -1352117367    0
-1115118532    -234891620    0
-1115118532    -1115118532    0
-195643125    183759610    0
-195643125    -195643125    0
442496168    -1131032525    1
442496168    442496168    0
1288610114    494658340    1
1288610114    1288610114    0
-1796789197    -208150127    0
-1796789197    -1796789197    0
-1628537742    -705020733    0
-1628537742    -1628537742    0
-311955698    -739722837    1
-311955698    -311955698    0
-1631117881    -372289625    0
-1631117881    -1631117881    0
-1423588202    1067195185    0
-1423588202    -1423588202    0
1416166449    456959296    1
1416166449    1416166449    0
-27272233    2063714979    0
-27272233    -27272233    0
509187163    -1121077237    1
509187163    509187163    0
1096864048    -889595857    1
1096864048    1096864048    0
-44155987    1176488598    0
-44155987    -44155987    0
-1275187235    529540052    0
-1275187235    -1275187235    0
1927779979    -321763621    1
1927779979    1927779979    0
1339868945    -2143736960    1
1339868945    1339868945    0
311068107    -2141612003    1
311068107    311068107    0
-1351763890    -18684828    0
-1351763890    -1351763890    0
1768914523    487144515    1
1768914523    1768914523    0
1675777161    -1245818254    1
1675777161    1675777161    0
-1508661364    -141114482    0
-1508661364    -1508661364    0
437956167    2069408854    0
437956167    437956167    0
1689118145    508202949    1
1689118145    1689118145    0
-1283457753    -1708175811    1
-1283457753    -1283457753    0
625485755    398853841    1
625485755    625485755    0
1681017982    1363975171    1
1681017982    1681017982    0
2021812770    -1772909835    1
2021812770    2021812770    0
289623546    -68606408    1
289623546    289623546    0
-698100969    341715161    0
-698100969    -698100969    0
-1632570242    -893668501    0
-1632570242    -1632570242    0
-1201606539    -426742454    0
-1201606539    -1201606539    0
817799429    -1539142781    1
817799429    817799429    0
-648013484    -138042684    0
-648013484    -648013484    0
91308243    -1825058172    1
91308243    91308243    0
1227856078    1293951378    0
1227856078    1227856078    0
-713433092    -540686851    0
-713433092    -713433092    0
48754447    -1579558143    1
48754447    48754447    0
-189394465    1948913727    0
-189394465    -189394465    0
1066064830    -177457205    1
1066064830    1066064830    0
570368261    -1321409325    1
570368261    570368261    0
2011846489    -1837627688    1
2011846489    2011846489    0
640668490    1009468133    0
640668490    640668490    0
330485406    1210632759    0
330485406    330485406    0
-122928507    -732509835    1
-122928507    -122928507    0
-577836812    -1926401218    1
-577836812    -577836812    0
-2048068967    1881521334    0
-2048068967    -2048068967    0
1569837691    1258374679    1
1569837691    1569837691    0
-1496167616    607233031    0
-1496167616    -1496167616    0
1089746917    -1763079948    1
1089746917    1089746917    0
-1368485998    -809322300    0
-1368485998    -1368485998    0
-254241753    -557465281    1
-254241753    -254241753    0
1710008520    1943180082    0
1710008520    1710008520    0
-1429519717    -500143739    0
-1429519717    -1429519717    0
705941404    -989087744    1
705941404    705941404    0
349395212    -1115238740    1
349395212    349395212    0
-2092320240    337681812    0
-2092320240    -2092320240    0
-2054930312    -1034866400    0
-2054930312    -2054930312    0
-2116029185    539608334    0
-2116029185    -2116029185    0
-1920284592    -1570158894    0
-1920284592    -1920284592    0
-83729894    489943802    0
-83729894    -83729894    0
-1570312969    -1242959208    0
-1570312969    -1570312969    0
210090184    1099474027    0
210090184    210090184    0
1994820151    1809069421    1
1994820151    1994820151    0
-152997731    -2135662037    1
-152997731    -152997731    0
-1289944564    -1274183754    0
-1289944564    -1289944564    0
-1201293967    1089740846    0
-1201293967    -1201293967    0
-1319254711    -1495304521    1
-1319254711    -1319254711    0
1974106726    1008919632    1
1974106726    1974106726    0
1227241708    160579513    1
1227241708    1227241708    0
-563270260    -828979915    1
-563270260    -563270260    0
-586982242    1032425007    0
-586982242    -586982242    0
1646480981    -859210401    1
1646480981    1646480981    0
97627030    2014194922    0
97627030    97627030    0
-1878400490    -2143826388    1
-1878400490    -1878400490    0
-2132778890    -474513956    0
-2132778890    -2132778890    0
-1649297220    -1230280616    0
-1649297220    -1649297220    0
-871377362    1954985967    0
-871377362    -871377362    0
1094132977    -1275144947    1
1094132977    1094132977    0
1368322618    538605324    1
1368322618    1368322618    0
-884815761    719971816    0
-884815761    -884815761    0
-1850132049    457174098    0
-1850132049    -1850132049    0
1615672050    1144741745    1
1615672050    1615672050    0
-330323478    -1723430032    1
-330323478    -330323478    0
-567104753    714557240    0
-567104753    -567104753    0
518894254    282652247    1
518894254    518894254    0
1494128246    -988417249    1
1494128246    1494128246    0
592196496    383846877    1
592196496    592196496    0
491927848    -757398215    1
491927848    491927848    0
-2102351430    -1229389252    0
-2102351430    -2102351430    0
-740953249    162996571    0
-740953249    -740953249    0
-379229817    736827714    0
-379229817    -379229817    0
-424817410    26138389    0
-424817410    -424817410    0
1819421857    -839229330    1
1819421857    1819421857    0
1845539261    -882082115    1
1845539261    1845539261    0
2072536614    -108737031    1
2072536614    2072536614    0
-1100293049    -1697286692    1
-1100293049    -1100293049    0
-999666512    85524540    0
